NodeIndex,GeneSymbol,AAA,PAD
1523,PNPLA1,0,0
1524,SESN2,0,0
1525,GTF2IRD1,0,0
1526,HABP4,0,0
1527,KL,0,0
1528,STRBP,0,0
1529,NDUFAF6,0,0
1530,MT-CO2,0,0
1531,ALDOC,0,0
1532,KCNJ18,0,0
1533,RAC3,0,0
1534,DHX37,0,0
1535,STMN4,0,0
1536,COMMD3-BMI1,0,0
1537,GFAP,0,0
1538,SUMO2,0,0
1539,ZNF569,0,0
1540,RNGTT,0,0
1541,UBTF,0,0
1542,SEM1,0,0
1543,POMT2,0,0
1544,BDKRB1,0,0
1545,CENPK,0,0
1546,MMP8,0,0
1547,MSH3,0,0
1548,GRIN1,0,0
1549,PPP1R3F,0,0
1550,HK2,0,0
1551,UBAP2L,0,0
1552,NOB1,0,0
1553,ZEB1,0,0
1554,NCAPG,0,0
1555,NEFM,0,0
1556,FUT7,0,0
1557,LONP1,0,0
1558,BEX3,0,0
1559,SLC25A1,0,0
1560,HUS1,0,0
1561,UGT1A3,0,0
1562,GALM,0,0
1563,GCG,0,0
1564,MAN1B1,0,0
1565,EEF1G,0,0
1566,H2AC4,0,0
1567,DTNB,0,0
1568,TRIB2,0,0
1569,EIF2S1,0,0
1570,SYT1,0,0
1571,SLA,0,0
1572,RSF1,0,0
1573,DPF3,0,0
1574,AURKAIP1,0,0
1575,BRCA2,0,0
1576,PRODH,0,0
1577,PEBP4,0,0
1578,AKT1,0,0
1579,GARS1,0,0
1580,TFPI,0,0
1581,TRAPPC3L,0,0
1582,PUM2,0,0
1583,MRPL52,0,0
1584,ALG9,0,0
1585,CWC15,0,0
1586,FBXL18,0,0
1587,LYRM4,0,0
1588,ALPL,0,0
1589,IGF2R,0,0
1590,NOL6,0,0
1591,FZD1,0,0
1592,MT-ND4L,0,0
1593,PPIA,0,0
1594,TOMM20L,0,0
1595,NPSR1,0,0
1596,CACNA2D1,0,0
1597,SRGAP3,0,0
1598,CHCHD1,0,0
1599,KIR2DL3,0,0
1600,STX10,0,0
1601,VPREB1,0,0
1602,CACNA1D,0,0
1603,SLCO6A1,0,0
1604,PFDN6,0,0
1605,EPHA2,0,0
1606,APOL1,0,0
1607,PAXIP1,0,0
1608,MYO1C,0,0
1609,DPM1,0,0
1610,CAPZA2,0,0
1611,ARHGDIB,0,0
1612,DEFB127,0,0
1613,FGF21,0,0
1614,EDEM3,0,0
1615,OXNAD1,0,0
1616,USE1,0,0
1617,COX6A1,0,0
1618,RPS6KA5,0,0
1619,TFAP2C,0,0
1620,UGT1A1,0,0
1621,GNA14,0,0
1622,ZEB2,0,0
1623,ID2,0,0
1624,RBM39,0,0
1625,FBXO11,0,0
1626,BCL7C,0,0
1627,CADM1,0,0
1628,DNAH3,0,0
1629,BMF,0,0
1630,MAP3K2,0,0
1631,ACTA2,1,1
1632,REV1,0,0
1633,ATG3,0,0
1634,UTP14C,0,0
1635,KLF4,0,0
1636,GOLGA2,0,0
1637,DOHH,0,0
1638,KIAA1614,0,0
1639,LGALS2,0,0
1640,EXOC3,0,0
1641,ID4,0,0
1642,HSD3B1,0,0
1643,DNAJC12,0,0
1644,LDHA,0,0
1645,CACNA2D3,0,0
1646,CDHR2,0,0
1647,UBLCP1,0,0
1648,RPS13,0,0
1649,TSR3,0,0
1650,OGT,0,0
1651,SEC11C,0,0
1652,CNKSR2,0,0
1653,HMGB1,0,0
1654,NOX4,0,0
1655,KCNMA1,0,0
1656,EHMT2,0,0
1657,MRPL30,0,0
1658,ANAPC16,0,0
1659,MAP4K5,0,0
1660,BMP8B,0,0
1661,GALNT11,0,0
1662,INMT,0,0
1663,LSM3,0,0
1664,DBNL,0,0
1665,CASK,0,0
1666,SLC2A4,0,0
1667,FZD2,0,0
1668,UBE2G1,0,0
1669,TXNL1,0,0
1670,PGC,0,0
1671,REG1B,0,0
1672,RAB3IP,0,0
1673,E2F5,0,0
1674,MBP,0,0
1675,GABRA4,0,0
1676,GABPA,0,0
1677,RPL11,0,0
1678,ZNF830,0,0
1679,RELB,0,0
1680,COIL,0,0
1681,MMP15,0,0
1682,NUDT9,0,0
1683,MXD4,0,0
1684,ACOT13,0,0
1685,KCNK5,0,0
1686,HORMAD2,0,0
1687,NOP9,0,0
1688,TRIP13,0,0
1689,GJB2,0,0
1690,SERPINE2,0,0
1691,AFF3,0,0
1692,SEL1L,0,0
1693,UBAC2,0,0
1694,SMC4,0,0
1695,CATSPER3,0,0
1696,SUZ12,0,0
1697,CTR9,0,0
1698,CABIN1,0,0
1699,TET2,0,0
1700,GATC,0,0
1701,MRPL51,0,0
1702,LCT,0,0
1703,SLC2A14,0,0
1704,CERT1,0,0
1705,ALDH1B1,0,0
1706,ADNP,0,0
1707,MCAT,0,0
1708,RNMT,0,0
1709,WWTR1,0,0
1710,DNTTIP2,0,0
1711,UGT1A10,0,0
1712,UBE2M,0,0
1713,PKD1L3,0,0
1714,MRPL21,0,0
1715,EIF4B,0,0
1716,TMBIM4,0,0
1717,PPP1R3B,0,0
1718,ARRB2,0,0
1719,ACADL,0,0
1720,MLEC,0,0
1721,TMEM97,0,0
1722,HMGCS1,0,0
1723,CRYAA,0,0
1724,CYP2D6,0,0
1725,TUBB2B,0,0
1726,TP53I13,0,0
1727,LYZL1,0,0
1728,NEUROD1,0,0
1729,RPS6KA3,0,0
1730,FBL,0,0
1731,H2BC11,1,0
1732,SOD1,0,0
1733,HAT1,0,0
1734,FBXL6,0,0
1735,TGFBR3,0,0
1736,NACA,0,0
1737,FRAT2,0,0
1738,CNTN4,0,0
1739,MCAM,0,0
1740,SMC5,0,0
1741,CWC25,0,0
1742,NAA20,0,0
1743,IL17F,0,0
1744,BCS1L,0,0
1745,INSL5,0,0
1746,MAVS,0,0
1747,CCL24,0,0
1748,NDUFAB1,0,0
1749,SLC22A13,0,0
1750,STAU1,0,0
1751,ATP6V0E2,0,0
1752,ESR2,0,0
1753,IL4I1,0,0
1754,CACNG2,0,0
1755,DAD1,0,0
1756,EXOSC6,0,0
1757,DCAF6,0,0
1758,RMI1,0,0
1759,CLOCK,0,0
1760,CD8B2,0,0
1761,TEKT2,0,0
1762,HAS1,0,0
1763,CDC5L,0,0
1764,ATG4D,0,0
1765,CMPK2,0,0
1766,STK39,0,0
1767,NAGS,0,0
1768,MCCC1,0,0
1769,POT1,0,0
1770,BMPR2,0,0
1771,SLC25A31,0,0
1772,TYR,0,0
1773,LOC112694756,0,0
1774,FOXM1,0,0
1775,PLPP5,0,0
1776,ABCA12,0,0
1777,LMO2,0,0
1778,SCN5A,0,0
1779,PRLH,0,0
1780,GSC2,0,0
1781,NAPSA,0,0
1782,SURF4,0,0
1783,ABI2,0,0
1784,BCL7A,0,0
1785,TGFA,0,0
1786,RALYL,0,0
1787,GAS6,1,0
1788,HSBP1,0,0
1789,FZD8,0,0
1790,RAD54L,0,0
1791,LCAT,0,0
1792,EPC1,0,0
1793,VASH1,0,0
1794,ATP6V1B2,0,0
1795,MTNR1A,0,0
1796,TRA2A,0,0
1797,BRIX1,0,0
1798,HOXA2,0,0
1799,NHP2,0,0
1800,CHRM5,0,0
1801,MMP9,1,0
1802,KLHL41,0,0
1803,CELA2B,0,0
1804,DONSON,0,0
1805,ATP5MG,0,0
1806,UMPS,0,0
1807,UGT1A9,0,0
1808,CHD1L,0,0
1809,ANP32A,0,0
1810,CNPY3,0,0
1811,SNW1,0,0
1812,JAM2,0,0
1813,HOXC4,0,0
1814,VCAM1,0,0
1815,UTP15,0,0
1816,DHRS11,0,0
1817,SPCS3,0,0
1818,AP1G1,0,0
1819,HBS1L,0,0
1820,TBC1D25,0,0
1821,COA1,0,0
1822,VPS37B,0,0
1823,ALDH9A1,0,0
1824,APOC2,0,0
1825,CREBL2,0,0
1826,FTCDNL1,0,0
1827,RPL26L1,0,0
1828,AGTRAP,0,0
1829,MED10,0,0
1830,HK3,0,0
1831,KDSR,0,0
1832,PPAT,0,0
1833,CYP4F2,0,0
1834,CALCOCO1,0,0
1835,PPP1CC,0,0
1836,SUPT3H,0,0
1837,FUBP1,0,0
1838,NT5C3A,0,0
1839,VWF,0,0
1840,NNMT,0,0
1841,NUF2,0,0
1842,DEPDC5,0,0
1843,PIK3R5,0,0
1844,TSTD1,0,0
1845,SUFU,0,0
1846,PPP2R2D,0,0
1847,RYR3,0,0
1848,IDH2,0,0
1849,MRC1,0,0
1850,LEFTY2,0,0
1851,MED31,0,0
1852,CPT1B,0,0
1853,RBP4,1,0
1854,ANAPC7,0,0
1855,CLIP2,0,0
1856,PLXNA1,0,0
1857,SGCA,0,0
1858,SSRP1,0,0
1859,DPF1,0,0
1860,STX7,0,0
1861,CDK4,0,0
1862,MTCH1,0,0
1863,BRF2,0,0
1864,CPEB3,0,0
1865,VEGFB,0,1
1866,OASL,0,0
1867,IRF2BP1,0,0
1868,UBN2,0,0
1869,COX7B,0,0
1870,RANBP2,0,0
1871,UPF1,0,0
1872,PDPK1,0,0
1873,SLIT2,0,0
1874,EEF1AKMT1,0,0
1875,CLDN12,0,0
1876,BFSP1,0,0
1877,RGS9,0,0
1878,KRTDAP,0,0
1879,TIMM44,0,0
1880,ATP6V1C1,0,0
1881,TTC1,0,0
1882,KRT8,0,0
1883,NUP133,0,0
1884,CERKL,0,0
1885,SULT1A1,0,0
1886,DHX9,0,0
1887,FFAR1,0,0
1888,OSBP2,0,0
1889,CCL2,0,0
1890,ETV6,0,0
1891,CARD11,0,0
1892,GRXCR2,0,0
1893,SGMS1,0,0
1894,DKK4,0,0
1895,STK24,0,0
1896,RPL37A,0,0
1897,NCF4,0,0
1898,GNAT2,0,0
1899,ATP6V1G1,0,0
1900,ATF1,0,0
1901,PRLR,0,0
1902,RUNX1T1,0,0
1903,U2AF2,0,0
1904,ADH6,0,0
1905,IBSP,0,0
1906,ZAP70,0,0
1907,FOXL2,0,0
1908,TK1,0,0
1909,C1QA,0,0
1910,XCL2,0,0
1911,PRICKLE1,0,0
1912,CCDC103,0,0
1913,CEL,0,0
1914,PTPN6,0,0
1915,PLEK2,0,0
1916,KLHDC1,0,0
1917,STX3,0,0
1918,CCL23,0,0
1919,RAB2A,0,0
1920,SENP3,0,0
1921,STX5,0,0
1922,GNL3,0,0
1923,RHPN1,0,0
1924,ATXN2L,0,0
1925,ANXA5,0,0
1926,SNRNP25,0,0
1927,COA6,0,0
1928,FAM20C,0,0
1929,TUBAL3,0,0
1930,BAZ2A,0,0
1931,FZD10,0,0
1932,H4C11,0,0
1933,KDM5D,0,0
1934,CD244,0,0
1935,CSNK1E,0,0
1936,RAP1B,0,0
1937,TRPV4,0,0
1938,DUT,0,0
1939,POLR2L,0,0
1940,SLC7A14,0,0
1941,TMC1,0,0
1942,NDC1,0,0
1943,CD4,0,0
1944,IFNA13,0,0
1945,MRPL36,0,0
1946,PWWP3A,0,0
1947,PDIA3,0,0
1948,CERS3,0,0
1949,TKFC,0,0
1950,AATF,0,0
1951,UGT1A8,0,0
1952,ISL1,0,0
1953,PGA4,0,0
1954,FBXO9,0,0
1955,SP100,0,0
1956,LTN1,0,0
1957,CELSR2,0,0
1958,NUTF2,0,0
1959,NCK1,0,0
1960,DENND1A,0,0
1961,H2AC16,0,0
1962,DDX56,0,0
1963,GZMH,0,0
1964,DUSP16,0,0
1965,BLZF1,0,0
1966,LTBP3,0,0
1967,ERLEC1,0,0
1968,IL9,0,0
1969,GAGE2A,0,0
1970,TOX3,0,0
1971,IFT22,0,0
1972,ENO4,0,0
1973,CDCA8,0,0
1974,RBM19,0,0
1975,ALYREF,0,0
1976,MYBPC3,0,0
1977,RIC8A,0,0
1978,MLF2,0,0
1979,FUOM,0,0
1980,PIP4K2B,0,0
1981,STRN3,0,0
1982,PABPC1L,0,0
1983,CBX5,0,0
1984,PLPP3,0,0
1985,APOBEC3D,0,0
1986,RGS2,0,0
1987,UGT2A3,0,0
1988,PRRG1,0,0
1989,DDX3X,0,0
1990,MMP16,0,0
1991,IRS1,0,0
1992,FBXO28,0,0
1993,USP8,0,0
1994,PSMD1,0,0
1995,SHOX,0,0
1996,BPTF,0,0
1997,CRYZL1,0,0
1998,SLC12A1,0,0
1999,PBX2,0,0
2000,GRIP2,0,0
2001,HAUS2,0,0
2002,TUBA8,0,0
2003,SYN2,0,0
2004,MBTPS2,0,0
2005,PRLHR,0,0
2006,IFT74,0,0
2007,DUSP3,0,0
2008,PLA2G10,0,0
2009,ESR1,0,0
2010,CD200R1,0,0
2011,KRT16,0,0
2012,SYN1,0,0
2013,PTPRS,0,0
2014,AP3S2,0,0
2015,GRPR,0,0
2016,WNT6,0,0
2017,COG3,0,0
2018,SLC7A2,0,0
2019,NDUFS1,0,0
2020,PIP4K2A,0,0
2021,SPEN,0,0
2022,IFI27,0,0
2023,ATP4B,0,0
2024,ATG4C,0,0
2025,CASP9,0,0
2026,CD248,0,0
2027,NDC80,0,0
2028,FBXW5,0,0
2029,MYBPC1,0,0
2030,NEU1,0,0
2031,IL16,0,0
2032,ARID2,0,0
2033,STAM,0,0
2034,SMARCC2,0,0
2035,TACC1,0,0
2036,CRP,1,1
2037,ENO3,0,0
2038,GLS2,0,0
2039,GID4,0,0
2040,RPS12,0,0
2041,MT-ND5,0,0
2042,ZNF91,0,0
2043,OPN4,0,0
2044,GPC1,0,0
2045,GPN1,0,0
2046,PDZK1,0,0
2047,COX6B1,0,0
2048,PIGW,0,0
2049,MYO6,0,0
2050,KLC2,0,0
2051,CDK5R1,0,0
2052,SPCS1,0,0
2053,F13B,0,0
2054,DHTKD1,0,0
2055,SSH3,0,0
2056,RRAD,0,0
2057,DUSP2,0,0
2058,NRDC,0,0
2059,RSU1,0,0
2060,CD8B,0,0
2061,CLIC2,0,0
2062,P2RY6,0,0
2063,RAB3B,0,0
2064,PSMB3,0,0
2065,EDEM1,0,0
2066,NLRP8,0,0
2067,GNAZ,0,0
2068,ITIH3,0,0
2069,LAS1L,0,0
2070,PECAM1,0,0
2071,CMTM1,0,0
2072,STN1,0,0
2073,MRPL44,0,0
2074,UBE2F,0,0
2075,EXTL3,0,0
2076,RORB,0,0
2077,KIF3A,0,0
2078,IRF1,0,0
2079,SKP2,0,0
2080,HNRNPU,0,0
2081,TGM1,0,0
2082,MAF1,0,0
2083,ELOVL4,0,0
2084,PPARGC1A,0,0
2085,U2AF1,0,0
2086,PARP4,0,0
2087,PRAMEF6,0,0
2088,DDX23,0,0
2089,VRK2,0,0
2090,FZR1,0,0
2091,SRPRB,0,0
2092,DCAF13,0,0
2093,PSTPIP1,0,0
2094,USF1,0,0
2095,CD37,0,0
2096,FAS,0,0
2097,PPY,0,0
2098,PHKG1,0,0
2099,CHML,0,0
2100,DOK1,0,0
2101,SUCLG1,0,0
2102,KPNA2,0,0
2103,AKR7A2,0,0
2104,MYH6,0,0
2105,PRMT1,0,0
2106,PPP1CB,0,1
2107,MED13,0,0
2108,KDM4A,0,0
2109,MTMR14,0,0
2110,ITGAM,0,0
2111,TRADD,0,0
2112,DCAF15,0,0
2113,AK6,0,0
2114,EPS15L1,0,0
2115,DCUN1D1,0,0
2116,KIF23,0,0
2117,MLLT3,0,0
2118,DNASE2,0,0
2119,PGRMC1,0,0
2120,MCM2,0,0
2121,H2BC14,0,0
2122,BCAT1,0,0
2123,DOLPP1,0,0
2124,ENTPD3,0,0
2125,PRKG2,0,0
2126,CD177,0,0
2127,MAD2L2,0,0
2128,TARS2,0,0
2129,VPS26C,0,0
2130,MTUS2,0,0
2131,APOF,0,0
2132,B4GALT6,0,0
2133,PRRG2,0,0
2134,GOLT1B,0,0
2135,ESRRA,0,0
2136,CNOT11,0,0
2137,TPCN2,0,0
2138,HERC5,0,0
2139,SCN11A,0,0
2140,INTS8,0,0
2141,NXF2B,0,0
2142,DHX16,0,0
2143,IFT20,0,0
2144,QDPR,0,0
2145,ARHGAP9,0,0
2146,ATG12,0,0
2147,NFIA,0,0
2148,TCEA3,0,0
2149,DARS2,0,0
2150,CNOT9,0,0
2151,FASLG,0,0
2152,PDIA6,0,0
2153,FAM83D,0,0
2154,TBP,0,0
2155,SLC51B,0,0
2156,BICD2,0,0
2157,MRPL24,0,0
2158,ZWINT,0,0
2159,YIPF1,0,0
2160,DAPP1,0,0
2161,SYNCRIP,0,0
2162,GLO1,0,0
2163,HLA-DMA,0,0
2164,ALG5,0,0
2165,ORMDL1,0,0
2166,CAMLG,0,0
2167,ICK,0,0
2168,DLX1,0,0
2169,BBS9,0,0
2170,BAK1,0,0
2171,SMURF1,0,0
2172,CALML6,0,0
2173,PRPS1L1,0,0
2174,NFATC4,0,0
2175,CRCP,0,0
2176,SNAPC5,0,0
2177,ACTC1,1,0
2178,PIGQ,0,0
2179,CTHRC1,0,0
2180,ACVR1C,0,0
2181,DACT1,0,0
2182,CXCL14,0,0
2183,GRK1,0,0
2184,PCCA,0,0
2185,GALNT15,0,0
2186,DTYMK,0,0
2187,EMC3,0,0
2188,MAP1LC3A,0,0
2189,SINHCAF,0,0
2190,XRN2,0,0
2191,ILF2,0,0
2192,DENND1C,0,0
2193,ST6GAL2,0,0
2194,HSDL1,0,0
2195,BMPER,0,0
2196,TNP2,0,0
2197,RPA1,0,0
2198,MSRA,0,0
2199,ALOX12,0,0
2200,RIMS1,0,0
2201,IL10,0,0
2202,KDELR1,0,0
2203,C11orf21,0,0
2204,NRG1,0,0
2205,HOXB8,0,0
2206,SLC8A3,0,0
2207,AUP1,0,0
2208,PET100,0,0
2209,ARHGEF2,0,0
2210,MCEE,0,0
2211,YTHDF2,0,0
2212,NLGN4Y,0,0
2213,ZWILCH,0,0
2214,TMEM214,0,0
2215,DAPK3,0,0
2216,TBPL2,0,0
2217,CDIPT,0,0
2218,PLA2G12A,0,0
2219,MED20,0,0
2220,CDK19,0,0
2221,AXIN1,0,0
2222,MAK16,0,0
2223,THRA,0,0
2224,FBXL17,0,0
2225,MAP1LC3C,0,0
2226,PPWD1,0,0
2227,RPRD1B,0,0
2228,RAP1GDS1,0,0
2229,ACO1,0,0
2230,CYP11B2,0,0
2231,UTF1,0,0
2232,UGT2B7,0,0
2233,GATAD2A,0,0
2234,PAPOLA,0,0
2235,PRPF8,0,0
2236,MT-ATP6,0,0
2237,ACTR3,0,0
2238,LSS,0,0
2239,CHMP2A,0,0
2240,NT5C1A,0,0
2241,GADD45A,0,0
2242,KRT14,0,0
2243,EPSTI1,0,0
2244,UBE2I,0,0
2245,NARS2,0,0
2246,KCNE3,0,0
2247,PLA2G2E,0,0
2248,AKIRIN2,0,0
2249,FBXL22,0,0
2250,CANT1,0,0
2251,MMP3,0,0
2252,MAFA,0,0
2253,CD79B,0,0
2254,TNNT2,0,0
2255,ST3GAL2,0,0
2256,C1orf189,0,0
2257,PHC2,0,0
2258,PCOLCE,0,0
2259,GUCA1C,0,0
2260,AHCTF1,0,0
2261,PPARG,0,0
2262,SUCLA2,0,0
2263,PQBP1,0,0
2264,NACC1,0,0
2265,FN1,1,0
2266,EMC9,0,0
2267,MKLN1,0,0
2268,POLG2,0,0
2269,LZTR1,0,0
2270,COMT,0,0
2271,HILPDA,0,0
2272,CHD8,0,0
2273,GIPR,0,0
2274,STXBP1,0,0
2275,TTC8,0,0
2276,LTF,0,0
2277,WDR7,0,0
2278,ARID1B,0,0
2279,APOBEC4,0,0
2280,AP1S1,0,0
2281,MTMR7,0,0
2282,NAMPT,0,0
2283,TECPR2,0,0
2284,WTAP,0,0
2285,ISY1,0,0
2286,ADRA2C,0,0
2287,CD9,1,0
2288,NME1-NME2,0,0
2289,WBP11,0,0
2290,MRPS15,0,0
2291,PGLYRP1,0,0
2292,BANF2,0,0
2293,XPO1,0,0
2294,AGBL2,0,0
2295,PFKFB4,0,0
2296,ULBP1,0,0
2297,SPO11,0,0
2298,CYP1A2,0,0
2299,KBTBD6,0,0
2300,TBX21,0,0
2301,PSMG2,0,0
2302,GALNS,0,0
2303,PPFIA1,0,0
2304,GOSR2,0,0
2305,AUNIP,0,0
2306,AMN,0,0
2307,TEK,0,0
2308,LAMP2,0,0
2309,ECT2,0,0
2310,TEX14,0,0
2311,GPX2,0,0
2312,SCD,0,0
2313,PTBP1,0,0
2314,GYS1,0,0
2315,PAK4,0,0
2316,PRRX1,0,0
2317,NTN1,0,0
2318,NDUFC2,0,0
2319,MAK,0,0
2320,TAS1R3,0,0
2321,ATP6V1B1,0,0
2322,GSC,0,0
2323,MRPS25,0,0
2324,SPRR1B,0,0
2325,PRICKLE3,0,0
2326,CTNNA3,0,0
2327,SRSF7,0,0
2328,GTF3C3,0,0
2329,KLRD1,0,0
2330,CRMP1,0,0
2331,CYP26B1,0,0
2332,ELP1,0,0
2333,SNAI1,0,0
2334,HNRNPA0,0,0
2335,FRG1,0,0
2336,LXN,0,0
2337,NUDCD1,0,0
2338,UBE2V1,0,0
2339,CYP3A5,0,0
2340,PLOD3,0,0
2341,BRS3,0,0
2342,CC2D1B,0,0
2343,GDF11,0,0
2344,DHX8,0,0
2345,MEP1A,0,0
2346,PLD3,0,0
2347,CPT2,0,0
2348,UBA6,0,0
2349,TRMT10A,0,0
2350,SUV39H1,0,0
2351,TIMM10B,0,0
2352,DCAF10,0,0
2353,LHX6,0,0
2354,YEATS4,0,0
2355,SEC61B,0,0
2356,FOXO1,0,0
2357,CAPRIN1,0,0
2358,NLRP9,0,0
2359,TLR4,0,0
2360,CD2BP2,0,0
2361,PCSK1,0,0
2362,FBXL2,0,0
2363,CACNG5,0,0
2364,ITGAX,0,0
2365,XCR1,0,0
2366,EIF2AK3,0,0
2367,GC,1,0
2368,RRP1,0,0
2369,EHD4,0,0
2370,PYCR3,0,0
2371,CIDEB,0,0
2372,COG1,0,0
2373,PLA2G4C,0,0
2374,AKT3,0,0
2375,GPR37,0,0
2376,SRD5A3,0,0
2377,TNFSF14,0,0
2378,SOX9,0,0
2379,BCHE,0,0
2380,GRIN3A,0,0
2381,CSTF3,0,0
2382,CD274,0,0
2383,KIR2DL1,0,0
2384,RAB40AL,0,0
2385,DCHS1,0,0
2386,GFPT1,0,0
2387,RRS1,0,0
2388,SPARCL1,0,0
2389,IMP4,0,0
2390,PITX3,0,0
2391,WDR83OS,0,0
2392,NDUFC2-KCTD14,0,0
2393,MAPK8IP3,0,0
2394,SPRR2B,0,0
2395,TP53I11,0,0
2396,SRCIN1,0,0
2397,ITGA5,0,0
2398,RND2,0,0
2399,IGF2BP2,0,0
2400,SP1,0,0
2401,P2RY1,0,0
2402,MLN,0,0
2403,CCZ1B,0,0
2404,LLPH,0,0
2405,SLC27A5,0,0
2406,DPAGT1,0,0
2407,POLDIP2,0,0
2408,RPL3L,0,0
2409,LMNA,0,1
2410,PPID,0,0
2411,KAT6A,0,0
2412,SERGEF,0,0
2413,AQP12A,0,0
2414,TLR8,0,0
2415,CEBPB,0,0
2416,FMO2,0,0
2417,EMCN,0,0
2418,SCG5,0,0
2419,NUP35,0,0
2420,ASH2L,0,0
2421,EDEM2,0,0
2422,PSMA8,0,0
2423,PMEL,0,0
2424,SCNM1,0,0
2425,TGS1,0,0
2426,PHOSPHO2,0,0
2427,FKBP14,0,0
2428,STX11,0,0
2429,OAS2,0,0
2430,PTPN1,0,0
2431,TNFSF15,0,0
2432,SNRPA1,0,0
2433,CFAP161,0,0
2434,LRAT,0,0
2435,MAPKAPK3,0,0
2436,PPIF,0,0
2437,MAF,0,0
2438,POLH,0,0
2439,RPS15,0,0
2440,NELFCD,0,0
2441,WASF2,0,0
2442,IRF8,0,0
2443,CBLB,0,0
2444,MTR,0,0
2445,S100A10,0,0
2446,RAB3A,0,0
2447,NECAP1,0,0
2448,EOMES,0,0
2449,SNRPF,0,0
2450,AEBP2,0,0
2451,PIGG,0,0
2452,SGTA,0,0
2453,NDST1,0,0
2454,TPPP,0,0
2455,RAPH1,0,0
2456,IL2RG,0,0
2457,PHF20,0,0
2458,ABCB7,0,0
2459,FH,0,0
2460,TAF9,0,0
2461,LAMA2,0,0
2462,IMPA1,0,0
2463,H2BC8,0,0
2464,LIN37,0,0
2465,KCNQ4,0,0
2466,H2BC1,0,0
2467,DNAJB6,0,0
2468,AP3D1,0,0
2469,GDF10,0,0
2470,FRK,0,0
2471,GPR50,0,0
2472,MED18,0,0
2473,POLR2D,0,0
2474,CYB5R1,0,0
2475,FRRS1L,0,0
2476,UPB1,0,0
2477,IFIT2,0,0
2478,MYH10,1,0
2479,GET3,0,0
2480,GCFC2,0,0
2481,CYP2C19,0,0
2482,DLG1,0,0
2483,LIG4,0,0
2484,DNASE2B,0,0
2485,GRIA1,0,0
2486,STX19,0,0
2487,RPS3,0,0
2488,INSL3,0,0
2489,ARL6,0,0
2490,FABP1,0,0
2491,TBC1D23,0,0
2492,KLHL22,0,0
2493,GTF2F1,0,0
2494,BHMT2,0,0
2495,TLR5,0,0
2496,ANAPC11,0,0
2497,IMPG2,0,0
2498,SYNJ2BP,0,0
2499,PHC3,0,0
2500,GAGE13,0,0
2501,RGN,0,0
2502,NXT2,0,0
2503,PTN,0,0
2504,MYD88,0,0
2505,SORBS1,0,0
2506,SRRM2,0,0
2507,PDK3,0,0
2508,LAPTM5,0,0
2509,SAT2,0,0
2510,HSP90AB1,0,0
2511,DGCR8,0,0
2512,TCF7L2,0,0
2513,STX1B,0,0
2514,OXTR,0,0
2515,CHMP1A,0,0
2516,NOX5,0,0
2517,LILRB1,0,0
2518,INTS2,0,0
2519,GMFG,0,0
2520,CUL1,0,0
2521,FMN1,0,0
2522,CENPL,0,0
2523,MIEF1,0,0
2524,H4-16,0,0
2525,BBS1,0,0
2526,VCL,0,0
2527,LRWD1,0,0
2528,GDI1,0,0
2529,PLA2G4E,0,0
2530,UBE2B,0,0
2531,CLDN10,0,0
2532,WIPF2,0,0
2533,HNRNPF,0,0
2534,WIPI1,0,0
2535,AGT,1,0
2536,HTR7,0,0
2537,AKNAD1,0,0
2538,SYT5,0,0
2539,NR2E1,0,0
2540,RIOK2,0,0
2541,MCHR1,0,0
2542,HTR2C,0,0
2543,NSD2,0,0
2544,TAF12,0,0
2545,SF3A2,0,0
2546,PSMG1,0,0
2547,NFU1,0,0
2548,SAMHD1,0,0
2549,MED17,0,0
2550,AP5M1,0,0
2551,CRYGD,0,0
2552,LIN7B,0,0
2553,RBFA,0,0
2554,GNG4,0,0
2555,SLC5A6,0,0
2556,CCN4,0,0
2557,GTPBP8,0,0
2558,ING1,0,0
2559,LHX3,0,0
2560,SUOX,0,0
2561,PARP2,0,0
2562,CYP2C8,0,0
2563,CYP4F8,0,0
2564,TROAP,0,0
2565,UGT2B4,0,0
2566,SARS1,0,0
2567,BCL9,0,0
2568,SH3KBP1,0,0
2569,NCAPD3,0,0
2570,PPP2R5C,0,0
2571,PWP2,0,0
2572,RBM48,0,0
2573,UPP2,0,0
2574,SOX10,0,0
2575,GAGE12C,0,0
2576,RAB14,0,0
2577,RFC1,0,0
2578,ENPP1,0,0
2579,TPT1,0,0
2580,MCC,0,0
2581,MED29,0,0
2582,C20orf27,0,0
2583,NRXN2,0,0
2584,DCLRE1B,0,0
2585,UNC45A,0,0
2586,UBAP1,0,0
2587,SERPINC1,1,0
2588,ASIC3,0,0
2589,CCNA1,0,0
2590,PDE10A,0,0
2591,RXRA,0,0
2592,DNMT3B,0,0
2593,CD33,0,0
2594,PIGV,0,0
2595,ZNHIT1,0,0
2596,ASIP,0,0
2597,APOBEC1,0,0
2598,H3C10,0,0
2599,CDC42BPA,0,0
2600,DAZAP2,0,0
2601,FKBP1C,0,0
2602,MT-CYB,0,0
2603,NAE1,0,0
2604,SERPINB4,1,0
2605,EFNA5,0,0
2606,ADCY5,0,0
2607,PPP1R12C,0,0
2608,PPP2R2A,0,0
2609,ACER3,0,0
2610,VPS37D,0,0
2611,ADCY9,0,0
2612,ITGB7,0,0
2613,CBX1,0,0
2614,DNAJB12,0,0
